# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:55 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_name,hostname,k2_name,default_flag,disposition,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim
2563,K2-198 b,K2-198,K2-198 b,0,CONFIRMED,17.04354000000,0.00026000000,-0.00025000000,0,,,,,4.28000000,0.23000000,-0.36000000,0,,,,,,,,,0.27370000,0.00400000,-0.00400000,0,2.9592000,0.0528000,-0.0720000,0,0.04900000,0.00150000,-0.00340000,0,,,,,0.801000,0.035000,-0.037000,0,,,,,,,,,,,,,,,,
2564,K2-198 b,K2-198,K2-198 b,0,CONFIRMED,17.04284900000,0.00001000000,-0.00001000000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.04850000,0.00230000,-0.00230000,0,5262.00,50.00,-50.00,0,0.778475,0.030929,-0.024117,0,0.835734,0.028994,-0.029287,0,,,,,4.630000,0.100000,-0.100000,0,,,,
2565,K2-198 c,K2-198,K2-198 c,1,CONFIRMED,3.35960550000,0.00000400000,-0.00000210000,0,,,,,1.42300000,0.08100000,-0.03600000,0,,,,,1229.90,32.20,-15.90,0,,,,,,,,,0.01300000,0.00037000,-0.00032000,0,5212.90,99.00,-49.20,0,0.757000,0.035000,-0.016000,0,0.799000,0.091000,-0.045000,0,,,,,,,,,,,,
2566,K2-198 c,K2-198,K2-198 c,0,CONFIRMED,3.35900000000,,,0,,,,,,,,,,,,,,,,,0.01800000,,,0,1.4200800,,,0,0.01330000,,,0,5183.84,146.86,-92.65,0,0.781501,0.035260,-0.054288,0,0.879000,0.112729,-0.103426,0,-0.40084,0.01035,-0.01677,0,4.596200,0.089224,-0.079103,0,2.596364,0.819712,-0.428570,0
2567,K2-198 d,K2-198,K2-198 d,0,CONFIRMED,7.45003720000,0.00000470000,-0.00000470000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.02200000,0.00057000,-0.00057000,0,5262.00,50.00,-50.00,0,0.778475,0.030929,-0.024117,0,0.835734,0.028994,-0.029287,0,,,,,4.630000,0.100000,-0.100000,0,,,,
2568,K2-198 d,K2-198,K2-198 d,1,CONFIRMED,7.45001770000,0.00000520000,-0.00000260000,0,,,,,2.43800000,0.13000000,-0.05600000,0,,,,,943.20,24.70,-12.20,0,,,,,,,,,0.02200000,0.00057000,-0.00050000,0,5212.90,99.00,-49.20,0,0.757000,0.035000,-0.016000,0,0.799000,0.091000,-0.045000,0,,,,,,,,,,,,
2569,K2-198 d,K2-198,K2-198 d,0,CONFIRMED,7.45000000000,,,0,,,,,,,,,,,,,,,,,0.06810000,,,0,2.6100000,,,0,0.02610000,,,0,5183.84,146.86,-92.65,0,0.781501,0.035260,-0.054288,0,0.879000,0.112729,-0.103426,0,-0.40084,0.01035,-0.01677,0,4.596200,0.089224,-0.079103,0,2.596364,0.819712,-0.428570,0
2570,K2-198 d,K2-198,K2-198 d,0,CONFIRMED,7.44976000000,0.00015000000,-0.00016000000,0,,,,,2.82000000,0.22000000,-0.32000000,0,,,,,,,,,0.10820000,0.00190000,-0.00200000,0,3.0024000,0.0864000,-0.1320000,0,0.03230000,0.00200000,-0.00340000,0,,,,,0.801000,0.035000,-0.037000,0,,,,,,,,,,,,,,,,
2571,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,3.22500000000,,,0,,,,,,,,,,,,,,,,,0.05800000,,,0,1.8268800,,,0,0.02410000,,,0,4550.00,104.56,-146.82,0,0.701485,0.069972,-0.040199,0,0.717000,0.093396,-0.077450,0,-0.72122,0.02646,-0.01570,0,4.601550,0.074334,-0.123952,0,2.928393,1.171948,-0.545091,0
2572,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,3.22533800000,0.00019500000,-0.00019800000,0,0.0385000000,0.0003000000,-0.0003000000,0,1.87000000,0.14000000,-0.14000000,0,,,,,861.00,11.00,-11.00,0,,,,,,,,,0.02520000,0.00270000,-0.00120000,0,4648.00,52.00,-52.00,0,0.680000,0.010000,-0.010000,0,0.730000,0.020000,-0.020000,0,,,,,4.640000,0.010000,-0.010000,0,,,,
2573,K2-199 b,K2-199,K2-199 b,1,CONFIRMED,3.22539930000,0.00000240000,-0.00000240000,0,0.0382000000,0.0004000000,-0.0004000000,0,1.73000000,0.05000000,-0.04000000,0,116.2000,12.0000,-11.0000,0,913.00,23.00,-23.00,0,,,,,2.0170000,0.0490000,-0.0540000,0,0.02346000,0.00043000,-0.00038000,0,4491.00,100.00,-100.00,0,0.682000,0.014000,-0.014000,0,0.711000,0.022000,-0.024000,0,-0.73283,0.02286,-0.02413,0,,,,,,,,
2574,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,3.22528600000,0.00007800000,-0.00007800000,0,,,,,1.74000000,0.12000000,-0.05000000,0,119.0000,18.0000,-16.0000,0,842.00,31.00,-30.00,0,,,,,,,,,,,,,4507.00,110.00,-110.00,0,0.680000,0.030000,-0.030000,0,0.690000,0.030000,-0.030000,0,,,,,4.600000,0.200000,-0.200000,0,,,,
2575,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,,,,,,,,,3.17053923,1.16567370,-1.16567370,0,32.5789,,,0,609.33,,,0,0.21167297,0.02869658,-0.02869658,0,3.0241239,0.3496070,-0.3496070,0,,,,,4550.00,125.69,-125.69,0,0.701485,0.055086,-0.055086,0,,,,,,,,,4.601550,0.099143,-0.099143,0,,,,
2576,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,3.22542300000,0.00006700000,-0.00007100000,0,,,,,1.88203097,0.18696916,-0.08818453,0,,,,,,,,,,,,,,,,,0.02585200,0.00244700,-0.00094800,0,4681.00,50.00,-50.00,0,0.667422,0.020125,-0.019465,0,0.705681,0.024262,-0.023344,0,,,,,4.690000,0.100000,-0.100000,0,,,,
2577,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,3.22536900000,0.00004500000,-0.00004400000,0,,,,,1.59300000,0.09500000,-0.19700000,0,,,,,,,,,0.07260000,0.00120000,-0.00120000,0,2.0664000,0.0360000,-0.0552000,0,0.02511000,0.00091000,-0.00258000,0,,,,,0.582000,0.027000,-0.040000,0,,,,,,,,,,,,,,,,
2578,K2-199 b,K2-199,K2-199 b,0,CONFIRMED,3.22534900000,0.00021900000,-0.00021400000,0,,,,,1.90000000,0.40000000,-0.30000000,0,,,,,,,,,,,,,2.0400000,0.1008000,-0.1008000,0,0.02450000,0.00320000,-0.00130000,0,,,,,0.700000,,,0,,,,,,,,,,,,,,,,
2579,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37400000000,,,0,,,,,,,,,,,,,,,,,0.14310000,,,0,2.3160000,,,0,0.03783200,,,0,4550.00,104.56,-146.82,0,0.701485,0.069972,-0.040199,0,0.717000,0.093396,-0.077450,0,-0.72122,0.02646,-0.01570,0,4.601550,0.074334,-0.123952,0,2.928393,1.171948,-0.545091,0
2580,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37442000000,0.00012000000,-0.00012000000,0,,,,,2.67000000,0.12000000,-0.05000000,0,39.6000,6.1000,-5.4000,0,639.00,23.00,-23.00,0,,,,,,,,,,,,,4507.00,110.00,-110.00,0,0.680000,0.030000,-0.030000,0,0.690000,0.030000,-0.030000,0,,,,,4.600000,0.200000,-0.200000,0,,,,
2581,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37468900000,0.00035400000,-0.00034400000,0,,,,,3.00000000,0.60000000,-0.40000000,0,,,,,,,,,,,,,2.4504000,0.1104000,-0.0792000,0,0.03940000,0.00450000,-0.00160000,0,,,,,0.700000,,,0,,,,,,,,,,,,,,,,
2582,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37426000000,0.00012000000,-0.00012000000,0,,,,,2.45000000,0.15000000,-0.23000000,0,,,,,,,,,0.17390000,0.00190000,-0.00190000,0,2.5728000,0.0552000,-0.0648000,0,0.03870000,0.00150000,-0.00240000,0,,,,,0.582000,0.027000,-0.040000,0,,,,,,,,,,,,,,,,
2583,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37448280000,0.00000930000,-0.00000930000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.03900000,0.00210000,-0.00210000,0,4681.00,50.00,-50.00,0,0.667422,0.020125,-0.019465,0,0.705681,0.024262,-0.023344,0,,,,,4.690000,0.100000,-0.100000,0,,,,
2584,K2-199 c,K2-199,K2-199 c,1,CONFIRMED,7.37448970000,0.00000370000,-0.00000370000,0,0.0662000000,0.0007000000,-0.0007000000,0,2.85000000,0.10000000,-0.09000000,0,38.6000,4.0000,-4.0000,0,694.00,17.00,-17.00,0,,,,,2.4520000,0.0970000,-0.0810000,0,0.03846000,0.00089000,-0.00077000,0,4491.00,100.00,-100.00,0,0.682000,0.014000,-0.014000,0,0.711000,0.022000,-0.024000,0,-0.73283,0.02286,-0.02413,0,,,,,,,,
2585,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37469400000,0.00030600000,-0.00029100000,0,0.0668000000,0.0005000000,-0.0005000000,0,2.78000000,0.14000000,-0.14000000,0,,,,,653.00,8.00,-8.00,0,,,,,,,,,0.03760000,0.00250000,-0.00110000,0,4648.00,52.00,-52.00,0,0.680000,0.010000,-0.010000,0,0.730000,0.020000,-0.020000,0,,,,,4.640000,0.010000,-0.010000,0,,,,
2586,K2-199 c,K2-199,K2-199 c,0,CONFIRMED,7.37449700000,0.00011800000,-0.00012500000,0,,,,,2.83685639,0.17264338,-0.11423102,0,,,,,,,,,,,,,,,,,0.03896800,0.00206000,-0.00108200,0,4681.00,50.00,-50.00,0,0.667422,0.020125,-0.019465,0,0.705681,0.024262,-0.023344,0,,,,,4.690000,0.100000,-0.100000,0,,,,
2587,K2-200 b,K2-200,K2-200 b,0,CONFIRMED,2.85009000000,0.00012000000,-0.00012000000,0,,,,,1.38000000,0.16000000,-0.24000000,0,,,,,,,,,0.02730000,0.00150000,-0.00160000,0,1.3416000,0.0984000,-0.1248000,0,0.01580000,0.00120000,-0.00260000,0,,,,,0.800000,0.071000,-0.042000,0,,,,,,,,,,,,,,,,
2588,K2-200 b,K2-200,K2-200 b,1,CONFIRMED,2.84988300000,0.00018800000,-0.00018000000,0,,,,,1.36439870,0.14347100,-0.10540256,0,,,,,,,,,,,,,,,,,0.01579900,0.00159000,-0.00114100,0,5233.00,50.00,-50.00,0,0.791736,0.024050,-0.021732,0,0.860208,0.022593,-0.027222,0,,,,,4.710000,0.100000,-0.100000,0,,,,
2589,K2-200 b,K2-200,K2-200 b,0,CONFIRMED,2.85000000000,,,0,,,,,,,,,,,,,,,,,0.02500000,,,0,1.3300800,,,0,0.01581500,,,0,5017.84,97.90,-125.64,0,0.807647,0.048321,-0.044117,0,0.834000,0.101055,-0.094539,0,-0.42880,0.01221,-0.01981,0,4.544790,0.093083,-0.064512,0,2.231868,0.654767,-0.367357,0
2590,K2-201 b,K2-201,K2-201 b,0,CONFIRMED,1.05980600000,0.00002900000,-0.00003100000,0,,,,,1.47000000,0.14000000,-0.33000000,0,,,,,,,,,0.02514000,0.00088000,-0.00089000,0,1.7496000,0.0912000,-0.1104000,0,0.01470000,0.00120000,-0.00320000,0,,,,,0.920000,0.039000,-0.030000,0,,,,,,,,,,,,,,,,
2591,K2-201 b,K2-201,K2-201 b,1,CONFIRMED,1.05979000000,0.00004300000,-0.00004400000,0,,,,,1.40006712,0.13501309,-0.07749730,0,,,,,,,,,,,,,,,,,0.01461700,0.00132400,-0.00072900,0,5507.00,50.00,-50.00,0,0.878161,0.029080,-0.021055,0,0.956055,0.019958,-0.021357,0,,,,,4.680000,0.100000,-0.100000,0,,,,
2592,K2-201 c,K2-201,K2-201 c,1,CONFIRMED,22.77987800000,0.00195700000,-0.00194700000,0,,,,,3.28568401,0.39804812,-0.18385433,0,,,,,,,,,,,,,,,,,0.03430200,0.00399700,-0.00173400,0,5507.00,50.00,-50.00,0,0.878161,0.029080,-0.021055,0,0.956055,0.019958,-0.021357,0,,,,,4.680000,0.100000,-0.100000,0,,,,
2593,K2-201 c,K2-201,K2-201 c,0,CONFIRMED,22.77680000000,0.00081000000,-0.00079000000,0,,,,,3.39000000,0.22000000,-0.40000000,0,,,,,,,,,0.12520000,0.00240000,-0.00240000,0,3.6480000,0.0936000,-0.1368000,0,0.03380000,0.00170000,-0.00380000,0,,,,,0.920000,0.039000,-0.030000,0,,,,,,,,,,,,,,,,
2594,K2-2016-BLG-0005L b,K2-2016-BLG-0005L,K2-2016-BLG-000,0,CONFIRMED,4700.00000000000,3000.00000000000,-700.00000000000,0,4.1100000000,0.3200000000,-0.3200000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574000,0.037000,-0.037000,0,,,,,,,,,,,,
2595,K2-2016-BLG-0005L b,K2-2016-BLG-0005L,K2-2016-BLG-000,1,CONFIRMED,4700.00000000000,3000.00000000000,-700.00000000000,0,4.1600000000,0.3200000000,-0.3200000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584000,0.038000,-0.038000,0,,,,,,,,,,,,
2596,K2-202 b,K2-202,K2-202 b,0,CONFIRMED,3.40508700000,0.00007600000,-0.00007600000,0,,,,,2.31000000,0.24000000,-0.22000000,0,,,,,,,,,0.05790000,0.00170000,-0.00180000,0,2.0328000,0.0432000,-0.0720000,0,0.02293000,0.00083000,-0.00200000,0,,,,,0.923000,0.088000,-0.031000,0,,,,,,,,,,,,,,,,
2597,K2-202 b,K2-202,K2-202 b,1,CONFIRMED,3.40516400000,0.00012600000,-0.00012100000,0,,,,,2.30165603,0.18443149,-0.12920215,0,,,,,,,,,,,,,,,,,0.02317100,0.00133500,-0.00098100,0,5491.00,58.00,-58.00,0,0.910685,0.050695,-0.033546,0,0.971461,0.029778,-0.027877,0,,,,,4.550000,0.102000,-0.102000,0,,,,
2598,K2-203 b,K2-203,K2-203 b,0,CONFIRMED,9.68970000000,0.00170000000,-0.00140000000,0,,,,,1.37000000,0.13000000,-0.26000000,0,,,,,,,,,0.02840000,0.00170000,-0.00170000,0,3.5520000,0.2160000,-0.3360000,0,0.01620000,0.00120000,-0.00300000,0,,,,,0.776000,0.046000,-0.027000,0,,,,,,,,,,,,,,,,
2599,K2-203 b,K2-203,K2-203 b,1,CONFIRMED,9.69520000000,0.00140000000,-0.00140000000,0,0.0824000000,0.0011000000,-0.0010000000,0,1.26549392,0.10200172,-0.07958376,0,,,,,738.40,8.00,-7.90,0,0.02300000,0.00330000,-0.00250000,0,3.1032000,0.1872000,-0.1920000,0,0.01518000,0.00100000,-0.00084000,0,5026.00,82.00,-81.00,0,0.765000,0.024000,-0.023000,0,0.793000,0.033000,-0.029000,0,-0.47237,0.01644,-0.01708,0,4.570000,0.031000,-0.031000,0,2.500000,0.260000,-0.230000,0
2600,K2-203 b,K2-203,K2-203 b,0,CONFIRMED,9.69510100000,0.00128500000,-0.00133400000,0,,,,,1.37068602,0.27548862,-0.12068162,0,,,,,,,,,,,,,,,,,0.01647000,0.00324600,-0.00135300,0,5000.00,50.00,-50.00,0,0.762994,0.029937,-0.024120,0,0.793531,0.032511,-0.027674,0,,,,,4.430000,0.100000,-0.100000,0,,,,
2601,K2-204 b,K2-204,K2-204 b,0,CONFIRMED,7.05647000000,0.00045000000,-0.00048000000,0,,,,,2.76000000,0.34000000,-0.57000000,0,,,,,,,,,0.05540000,0.00200000,-0.00210000,0,4.4640000,0.0960000,-0.1440000,0,0.02313000,0.00073000,-0.00147000,0,,,,,1.090000,0.130000,-0.220000,0,,,,,,,,,,,,,,,,
2602,K2-204 b,K2-204,K2-204 b,1,CONFIRMED,7.05590800000,0.00005800000,-0.00007400000,0,0.0738000000,0.0020000000,-0.0020000000,0,3.17214154,0.17934369,-0.15692573,0,,,,,1148.00,25.00,-24.00,0,0.05380000,0.00360000,-0.00290000,0,4.5696000,0.1200000,-0.1104000,0,0.02319000,0.00077000,-0.00063000,0,5783.00,100.00,-98.00,0,1.253000,0.055000,-0.053000,0,1.076000,0.092000,-0.086000,0,0.19866,0.02923,-0.02840,0,4.273000,0.056000,-0.054000,0,0.770000,0.140000,-0.110000,0
2603,K2-204 b,K2-204,K2-204 b,0,CONFIRMED,7.05578400000,0.00065000000,-0.00064100000,0,,,,,3.04584393,0.43254246,-0.37252828,0,,,,,,,,,,,,,,,,,0.02371100,0.00094100,-0.00081800,0,5755.00,50.00,-50.00,0,1.177665,0.160580,-0.138182,0,1.009256,0.031251,-0.027262,0,,,,,4.230000,0.100000,-0.100000,0,,,,
2604,K2-205 b,K2-205,K2-205 b,1,CONFIRMED,26.67226300000,0.00416000000,-0.00367600000,0,,,,,1.99552771,0.26954694,-0.23149515,0,,,,,,,,,,,,,,,,,0.01697800,0.00107800,-0.00092600,0,5890.00,50.00,-50.00,0,1.077574,0.128480,-0.110324,0,0.951027,0.038002,-0.036122,0,,,,,4.250000,0.100000,-0.100000,0,,,,
2605,K2-205 b,K2-205,K2-205 b,0,CONFIRMED,26.68200000000,0.00360000000,-0.00420000000,0,,,,,2.20900000,0.09500000,-0.18600000,0,,,,,,,,,0.02910000,0.00140000,-0.00150000,0,6.0480000,0.1920000,-0.2400000,0,0.01692000,0.00068000,-0.00139000,0,,,,,1.197000,0.018000,-0.023000,0,,,,,,,,,,,,,,,,
2606,K2-206 b,K2-206,K2-206 b,1,CONFIRMED,18.29454900000,0.00172800000,-0.00159900000,0,,,,,2.79522879,0.22325706,-0.15450847,0,,,,,,,,,,,,,,,,,0.03380600,0.00229000,-0.00144000,0,5043.00,50.00,-50.00,0,0.758046,0.032077,-0.026695,0,0.789481,0.030025,-0.028406,0,,,,,4.460000,0.100000,-0.100000,0,,,,
2607,K2-207 b,K2-207,K2-207 b,0,CONFIRMED,12.49040000000,0.00140000000,-0.00120000000,0,,,,,3.59000000,1.00000000,-1.83000000,0,,,,,,,,,0.09040000,0.00390000,-0.00400000,0,4.2960000,0.4800000,-0.5520000,0,0.03540000,0.00980000,-0.01810000,0,,,,,0.929000,0.027000,-0.017000,0,,,,,,,,,,,,,,,,
2608,K2-207 b,K2-207,K2-207 b,1,CONFIRMED,12.48749000000,0.00120800000,-0.00116200000,0,,,,,2.60585269,0.36979751,-0.20931396,0,,,,,,,,,,,,,,,,,0.02573900,0.00262400,-0.00150800,0,5522.00,50.00,-50.00,0,0.928158,0.091635,-0.051017,0,0.941851,0.028266,-0.027981,0,,,,,4.410000,0.100000,-0.100000,0,,,,
2609,K2-208 b,K2-208,K2-208 b,0,CONFIRMED,4.19121000000,0.00027000000,-0.00027000000,0,,,,,1.75000000,0.40000000,-0.49000000,0,,,,,,,,,0.03650000,0.00210000,-0.00220000,0,2.1840000,0.1680000,-0.2400000,0,0.01800000,0.00170000,-0.00500000,0,,,,,0.889000,0.187000,-0.050000,0,,,,,,,,,,,,,,,,
2610,K2-208 b,K2-208,K2-208 b,0,CONFIRMED,4.19094800000,0.00023000000,-0.00024800000,0,,,,,1.67866113,0.16479098,-0.12483835,0,,,,,,,,,,,,,,,,,0.01784600,0.00160100,-0.00117200,0,5582.00,50.00,-50.00,0,0.862368,0.034372,-0.030095,0,0.925184,0.029876,-0.030027,0,,,,,4.620000,0.100000,-0.100000,0,,,,
2611,K2-208 b,K2-208,K2-208 b,1,CONFIRMED,4.19097000000,0.00023000000,-0.00023000000,0,0.0487800000,0.0008200000,-0.0007900000,0,1.67462172,0.12329879,-0.09191364,0,,,,,1122.00,15.00,-14.00,0,0.03090000,0.00390000,-0.00250000,0,1.9440000,0.0864000,-0.0840000,0,0.01757000,0.00110000,-0.00073000,0,5500.00,100.00,-100.00,0,0.872000,0.033000,-0.030000,0,0.881000,0.045000,-0.042000,0,-0.20135,0.01825,-0.01833,0,4.503000,0.040000,-0.042000,0,1.880000,0.240000,-0.230000,0
2612,K2-209 b,K2-209,K2-209 b,1,CONFIRMED,2.08061500000,0.00013400000,-0.00013000000,0,,,,,0.86850263,0.10481089,-0.06222638,0,,,,,,,,,,,,,,,,,0.01117700,0.00131300,-0.00073900,0,4720.00,50.00,-50.00,0,0.712365,0.019673,-0.019635,0,0.744790,0.025614,-0.024071,0,,,,,4.460000,0.100000,-0.100000,0,,,,
2613,K2-21 b,K2-21,K2-21 b,1,CONFIRMED,9.32503800000,0.00037900000,-0.00040300000,0,0.0760000000,0.0020000000,-0.0030000000,0,1.84000000,0.10000000,-0.10000000,0,10.0000,2.1000,-1.7000,0,,,,,,,,,,,,,0.02615800,0.00089900,-0.00072000,0,4222.06,88.15,-84.41,0,0.646783,0.028803,-0.028216,0,0.676023,0.067602,-0.067602,0,,,,,,,,,,,,
2614,K2-21 b,K2-21,K2-21 b,0,CONFIRMED,9.32414000000,0.00059000000,-0.00063000000,0,0.0731000000,0.0057000000,-0.0067000000,0,1.59000000,0.42000000,-0.44000000,0,11.0000,10.1000,-6.0000,0,500.00,,,0,,,,,2.3050000,0.1180000,-0.0640000,0,0.02600000,0.00120000,-0.00150000,0,4043.00,375.00,-375.00,0,0.600000,0.100000,-0.100000,0,0.640000,0.110000,-0.110000,0,,,,,,,,,,,,
2615,K2-21 b,K2-21,K2-21 b,0,CONFIRMED,9.32389000000,0.00060000000,-0.00060000000,0,0.0699000000,0.0018000000,-0.0018000000,0,1.25000000,0.11000000,-0.11000000,0,10.0000,1.6000,-1.6000,0,,,,,,,,,2.3720000,0.0800000,-0.0800000,0,0.02460000,0.00140000,-0.00140000,0,4006.00,43.00,-43.00,0,0.460000,0.033000,-0.033000,0,0.523000,0.041000,-0.041000,0,,,,,4.828000,0.050000,-0.050000,0,,,,
2616,K2-21 b,K2-21,K2-21 b,0,CONFIRMED,9.32514980000,,,0,,,,,1.89000000,,,0,,,,,,,,,0.08210000,,,0,2.5100000,,,0,0.02673000,,,0,4024.00,,,0,0.600000,,,0,,,,,,,,,,,,,,,,
2617,K2-21 b,K2-21,K2-21 b,0,CONFIRMED,9.32448000000,0.00033000000,-0.00034000000,0,,,,,1.70000000,0.14000000,-0.22000000,0,,,,,,,,,0.08090000,0.00210000,-0.00210000,0,2.5248000,0.0792000,-0.0912000,0,0.02700000,0.00130000,-0.00310000,0,,,,,0.576000,0.040000,-0.033000,0,,,,,,,,,,,,,,,,
2618,K2-21 c,K2-21,K2-21 c,1,CONFIRMED,15.50192000000,0.00091800000,-0.00092800000,0,0.1070000000,0.0030000000,-0.0040000000,0,2.49000000,0.17000000,-0.19000000,0,5.1000,1.1000,-0.9000,0,,,,,,,,,,,,,0.03533200,0.00174200,-0.00219000,0,4222.06,88.15,-84.41,0,0.646783,0.028803,-0.028216,0,0.676023,0.067602,-0.067602,0,,,,,,,,,,,,
