# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:29 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3794,8613535,K02263.02,CONFIRMED,CANDIDATE,1.0000,9.478508180,5.2660000e-05,-5.2660000e-05,6.15400,0.13100,-0.13100,1.8460e+02,7.400e+00,-7.400e+00,0.012482,4.630000e-04,-3.040000e-04,0.35078,0.03837,-0.10625,1.47,4.500e-01,-1.600e-01,0.0914,,,946.0,,,189.14,173.87,-57.34,6249.00,174.00,-217.00,4.428,0.054,-0.202,1.0760,0.3350,-0.1120,1.1300,0.1590,-0.1590
3795,5092655,K04116.01,FALSE POSITIVE,FALSE POSITIVE,,0.783258387,3.4730000e-06,-3.4730000e-06,2.29260,0.08850,-0.08850,3.2850e+02,1.460e+01,-1.460e+01,0.016344,7.560000e-04,-4.870000e-04,0.57132,0.10064,-0.17780,1.28,3.000e-01,-1.300e-01,0.0147,,,1559.0,,,1395.69,1091.24,-389.52,5067.00,195.00,-155.00,4.565,0.063,-0.587,0.7150,0.1700,-0.0690,0.6860,0.1450,-0.0460
3796,3955817,K04117.01,CONFIRMED,CANDIDATE,1.0000,4.242630960,2.6610000e-05,-2.6610000e-05,2.58200,0.14300,-0.14300,1.8760e+02,1.360e+01,-1.360e+01,0.012243,6.470000e-04,-6.090000e-04,2.03642,0.28648,-0.90515,1.10,6.000e-02,-6.000e-02,0.0481,,,926.0,,,174.24,30.78,-28.95,5072.00,81.00,-81.00,4.521,0.054,-0.036,0.8250,0.0420,-0.0470,0.8220,0.0470,-0.0340
3797,10661778,K04118.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.231363214,2.0090000e-06,-2.0090000e-06,5.81010,0.08070,-0.08070,4.7747e+03,5.300e+01,-5.300e+01,0.098455,5.003380e-01,-1.509700e-02,0.02853,0.03664,-0.00141,10.75,0.000e+00,0.000e+00,0.0225,,,1699.0,,,1973.12,0.00,0.00,5780.00,,,4.438,,,1.0000,,,1.0000,,
3798,5513857,K04119.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.755101928,4.3130000e-06,-4.3130000e-06,3.04400,0.17200,-0.17200,1.1980e+02,8.200e+00,-8.200e+00,0.010157,2.780000e-04,-6.760000e-04,0.20711,0.07120,-0.05476,0.91,1.800e-01,-1.000e-01,0.0153,,,1763.0,,,2287.46,1414.00,-674.25,5465.00,164.00,-164.00,4.535,0.057,-0.124,0.8190,0.1630,-0.0880,0.8400,0.0990,-0.0820
3799,10272389,K04048.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.564474630,2.6380000e-05,-2.6380000e-05,6.41500,0.17400,-0.17400,2.0840e+02,5.700e+00,-5.700e+00,0.013419,1.754000e-03,-4.420000e-04,0.10174,0.05573,-0.00564,1.13,1.800e-01,-1.000e-01,0.0511,,,902.0,,,156.74,79.99,-39.28,5270.00,158.00,-142.00,4.596,0.032,-0.104,0.7700,0.1220,-0.0660,0.8630,0.0600,-0.1030
3800,4679687,K04049.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.027904857,5.5400000e-07,-5.5400000e-07,1.63810,0.02080,-0.02080,2.3812e+03,2.320e+01,-2.320e+01,0.320118,3.605589e+00,-1.072130e-01,0.20792,3.01167,-0.03120,30.48,6.920e+00,-4.610e+00,0.0183,,,1653.0,,,1769.20,1317.95,-659.99,5432.00,204.00,-185.00,4.446,0.144,-0.176,0.8720,0.1980,-0.1320,0.7750,0.1220,-0.0520
3801,7968683,K04050.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,367.955660000,1.4190000e-02,-1.4190000e-02,21.87700,0.73200,-0.73200,1.4141e+03,9.760e+01,-9.760e+01,0.047688,1.175000e-03,-1.584900e-02,0.02295,0.56385,-0.00534,3.62,3.000e-01,-2.900e-01,0.9018,,,183.0,,,0.27,0.08,-0.07,4723.00,141.00,-127.00,4.611,0.036,-0.040,0.6960,0.0560,-0.0560,0.7220,0.0650,-0.0650
3802,10360722,K04051.01,CONFIRMED,CANDIDATE,0.9960,163.692336000,1.3190000e-03,-1.3190000e-03,6.85300,0.18900,-0.18900,1.1380e+03,6.070e+01,-6.070e+01,0.029844,1.623000e-03,-7.980000e-04,4.68026,0.31470,-1.55689,2.75,1.100e-01,-2.100e-01,0.5442,,,274.0,,,1.34,0.21,-0.27,4999.00,79.00,-79.00,4.490,0.077,-0.028,0.8430,0.0350,-0.0650,0.8000,0.0480,-0.0280
3803,9091755,K04052.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.106529843,3.8460000e-06,-3.8460000e-06,6.25800,0.54100,-0.54100,3.1950e+02,5.900e+00,-5.900e+00,0.021895,2.428650e-01,-1.008400e-02,0.01928,0.01260,-0.00150,1.91,4.300e-01,-1.500e-01,0.0201,,,1649.0,,,1746.73,1147.15,-426.86,5932.00,141.00,-177.00,4.580,0.040,-0.160,0.7980,0.1820,-0.0610,0.8990,0.0770,-0.1060
3804,3852476,K07672.01,FALSE POSITIVE,FALSE POSITIVE,0.3070,111.741576000,1.7220000e-03,-1.7220000e-03,3.83000,0.43400,-0.43400,2.3880e+02,3.030e+01,-3.030e+01,0.013918,1.307000e-03,-8.810000e-04,17.40561,6.37892,-17.18984,6.88,1.190e+00,-2.220e+00,0.5343,,,676.0,,,49.40,24.55,-29.58,5267.00,110.00,-173.00,3.338,0.198,-0.144,4.5250,0.7870,-1.4610,1.6280,0.2050,-0.5750
3805,9700449,K04120.01,CANDIDATE,CANDIDATE,0.9650,110.461746000,2.9850000e-03,-2.9850000e-03,12.46000,1.10000,-1.10000,3.3120e+02,2.490e+01,-2.490e+01,0.016739,5.590000e-04,-1.075000e-03,0.50479,0.34778,-0.26036,1.93,6.400e-01,-2.100e-01,0.4667,,,420.0,,,7.34,7.09,-2.24,6321.00,169.00,-206.00,4.434,0.054,-0.216,1.0580,0.3490,-0.1160,1.1080,0.1540,-0.1390
3806,6349881,K04121.01,CONFIRMED,CANDIDATE,0.9950,198.088873000,2.4910000e-03,-2.4910000e-03,7.95500,0.30700,-0.30700,1.0277e+03,6.590e+01,-6.590e+01,0.030610,7.944000e-03,-2.107000e-03,1.78374,1.65507,-1.41405,3.24,3.400e-01,-3.800e-01,0.6314,,,288.0,,,1.63,0.50,-0.43,5275.00,86.00,-79.00,4.397,0.120,-0.080,0.9690,0.1020,-0.1130,0.8550,0.0610,-0.0300
3807,9851970,K04122.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.081937210,1.7850000e-05,-1.7850000e-05,4.78800,0.49100,-0.49100,1.1530e+02,1.000e+01,-1.000e+01,0.009584,5.340000e-04,-5.480000e-04,0.09844,0.00272,-0.05015,0.77,7.000e-02,-8.000e-02,0.0184,,,1385.0,,,870.17,291.70,-249.68,4965.00,151.00,-136.00,4.555,0.072,-0.044,0.7360,0.0650,-0.0790,0.7090,0.0930,-0.0500
3808,6140059,K04123.01,CANDIDATE,CANDIDATE,1.0000,44.622672500,7.6910000e-04,-7.6910000e-04,12.97400,0.35900,-0.35900,1.3190e+02,7.300e+00,-7.300e+00,0.012823,4.000000e-04,-2.300000e-03,0.01116,0.17325,-0.00257,1.73,5.000e-01,-3.500e-01,0.2464,,,613.0,,,33.39,27.93,-15.03,6198.00,169.00,-206.00,4.252,0.204,-0.185,1.2390,0.3520,-0.2560,0.9980,0.1580,-0.1150
3809,5726910,K04124.01,FALSE POSITIVE,FALSE POSITIVE,,2.431429740,2.5870000e-05,-2.5870000e-05,2.71300,0.27500,-0.27500,1.4660e+02,1.680e+01,-1.680e+01,0.011101,5.500000e-04,-1.007000e-03,0.99681,0.25067,-0.58738,1.17,4.900e-01,-2.100e-01,0.0327,,,1378.0,,,852.00,1100.38,-330.47,5750.00,181.00,-143.00,4.364,0.169,-0.268,0.9650,0.4080,-0.1710,0.7850,0.1360,-0.0490
3810,1718958,K04053.01,CONFIRMED,CANDIDATE,0.9850,1.419758310,1.2290000e-05,-1.2290000e-05,1.42900,0.23900,-0.23900,6.0900e+01,8.800e+00,-8.800e+00,0.007542,3.581000e-03,-7.670000e-04,1.95904,1.98658,-1.91843,0.85,1.300e-01,-8.000e-02,0.0245,,,1700.0,,,1968.38,836.24,-503.00,5925.00,107.00,-119.00,4.394,0.084,-0.116,1.0350,0.1570,-0.1050,0.9680,0.0670,-0.0670
3811,6428794,K04054.01,CONFIRMED,CANDIDATE,0.9990,169.135056000,1.5530000e-03,-1.5530000e-03,8.93100,0.21300,-0.21300,6.4070e+02,3.020e+01,-3.020e+01,0.025256,4.006000e-03,-2.613000e-03,0.67276,1.37262,-0.51879,2.21,1.500e-01,-1.200e-01,0.5608,,,273.0,,,1.31,0.30,-0.23,5171.00,103.00,-103.00,4.545,0.045,-0.050,0.8010,0.0540,-0.0430,0.8200,0.0460,-0.0410
3812,3228825,K04055.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.730954910,1.0780000e-05,-1.0780000e-05,2.20600,0.45900,-0.45900,2.9600e+01,5.000e+00,-5.000e+00,0.005089,3.590000e-04,-5.990000e-04,0.49835,0.19833,-0.45750,0.88,1.700e-01,-1.400e-01,0.0175,,,2711.0,,,12770.31,6322.46,-4189.57,6454.00,77.00,-83.00,4.163,0.125,-0.125,1.5870,0.3080,-0.2520,1.3360,0.1100,-0.1210
3813,4673628,K04056.01,CONFIRMED,CANDIDATE,0.8380,3.951383138,6.2510000e-06,-6.2510000e-06,1.05820,0.07870,-0.07870,4.0570e+02,2.060e+01,-2.060e+01,0.239440,6.708576e+00,-1.247950e-01,0.37279,5.55837,-0.18454,23.51,5.670e+00,-3.060e+00,0.0463,,,1083.0,,,324.78,238.09,-104.30,5570.00,166.00,-149.00,4.458,0.104,-0.169,0.8990,0.2170,-0.1170,0.8450,0.1110,-0.0740
3814,11401767,K02195.03,CONFIRMED,CANDIDATE,0.9970,6.849787280,5.2430000e-05,-5.2430000e-05,4.91900,0.16200,-0.16200,1.3920e+02,9.000e+00,-9.000e+00,0.013842,3.170000e-04,-3.323000e-03,0.02164,0.62781,-0.00335,1.83,3.000e-01,-2.100e-01,0.0739,,,1081.0,,,322.19,140.61,-82.27,6056.00,81.00,-90.00,4.332,0.080,-0.120,1.2090,0.2020,-0.1340,1.1470,0.0760,-0.0830
3815,3852872,K07673.01,CANDIDATE,CANDIDATE,0.7750,80.769893000,2.7160000e-03,-2.7160000e-03,4.20000,1.50000,-1.50000,1.2850e+02,2.400e+01,-2.400e+01,0.010030,6.570000e-04,-2.148000e-03,9.12215,1.36090,-8.48238,1.87,1.170e+00,-9.600e-01,0.3625,,,475.0,,,12.07,24.23,-9.48,4965.00,164.00,-134.00,3.961,0.605,-0.326,1.7080,1.0670,-0.8730,0.9730,0.2110,-0.1410
3816,9099950,K04125.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.111362442,8.9280000e-06,-8.9280000e-06,6.24000,1.60000,-1.60000,1.3390e+02,1.100e+01,-1.100e+01,0.011357,1.253130e-01,-4.500000e-03,0.03244,0.00107,-0.01184,2.86,5.500e-01,-1.010e+00,0.0238,,,2820.0,,,14894.75,8292.57,-9296.48,6486.00,156.00,-176.00,3.872,0.280,-0.100,2.3080,0.4380,-0.8130,1.4460,0.1830,-0.3130
3817,9718066,K02287.02,CONFIRMED,CANDIDATE,0.0800,28.906052600,2.3300000e-04,-2.3300000e-04,3.09900,0.19800,-0.19800,9.9000e+01,8.300e+00,-8.300e+00,0.010783,2.320000e-03,-2.007000e-03,1.18960,7.55335,-0.83222,0.79,6.000e-02,-2.000e-02,0.1650,,,414.0,,,6.94,1.86,-0.86,4657.00,93.00,-93.00,4.641,0.012,-0.048,0.6700,0.0550,-0.0170,0.7480,0.0310,-0.0460
3818,9272070,K04126.01,CONFIRMED,CANDIDATE,1.0000,8.105035510,8.9460000e-05,-8.9460000e-05,4.45900,0.22200,-0.22200,2.0990e+02,1.470e+01,-1.470e+01,0.013451,5.380000e-04,-6.170000e-04,0.66331,0.18135,-0.25247,1.45,4.700e-01,-1.500e-01,0.0805,,,959.0,,,199.74,191.96,-60.13,6201.00,175.00,-197.00,4.472,0.054,-0.216,0.9890,0.3210,-0.1070,1.0580,0.1440,-0.1440
3819,5088400,K04127.01,CONFIRMED,CANDIDATE,0.9910,8.827157830,7.3790000e-05,-7.3790000e-05,2.01900,0.18700,-0.18700,3.6860e+02,4.080e+01,-4.080e+01,0.017452,1.208000e-03,-1.196000e-03,8.69135,2.63335,-4.51025,1.67,2.300e-01,-6.000e-02,0.0829,,,797.0,,,95.25,34.60,-11.99,5550.00,75.00,-83.00,4.539,0.021,-0.112,0.8780,0.1200,-0.0320,0.9720,0.0410,-0.0650
3820,4669402,K04128.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,143.196381000,2.6870000e-03,-2.6870000e-03,10.42400,0.68600,-0.68600,6.1810e+02,4.320e+01,-4.320e+01,0.057329,6.703309e+00,-3.139600e-02,0.02548,0.14851,-0.01641,6.64,1.760e+00,-1.290e+00,0.5141,,,380.0,,,4.95,3.88,-2.09,6007.00,161.00,-179.00,4.333,0.180,-0.180,1.0600,0.2820,-0.2050,0.8820,0.1200,-0.0760
3821,3757407,K04057.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.089151782,,,3.18860,,,1.1010e+02,,,0.009711,0.000000e+00,0.000000e+00,2.43021,0.00000,0.00000,4.35,2.000e-01,-1.740e+00,0.1058,,,1848.0,,,2754.19,607.98,-1871.94,6729.00,184.00,-201.00,3.493,0.360,-0.090,4.0990,0.1920,-1.6340,1.9070,0.1710,-0.3710
3822,4769931,K04058.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.878869730,1.4060000e-05,-1.4060000e-05,3.87600,0.18700,-0.18700,1.8190e+02,9.000e+00,-9.000e+00,0.013001,2.064000e-03,-7.460000e-04,0.13948,0.14941,-0.11402,1.04,1.900e-01,-8.000e-02,0.0277,,,1236.0,,,553.59,310.84,-129.88,5448.00,162.00,-146.00,4.613,0.037,-0.112,0.7340,0.1310,-0.0560,0.8150,0.0830,-0.0830
3823,9220612,K04059.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.979161676,7.3950000e-06,-7.3950000e-06,2.94200,0.32600,-0.32600,1.6020e+02,1.070e+01,-1.070e+01,0.012122,2.287000e-03,-7.640000e-04,0.19738,0.18907,-0.04652,1.03,1.900e-01,-8.000e-02,0.0184,,,1548.0,,,1357.43,777.75,-334.21,5390.00,159.00,-159.00,4.591,0.030,-0.120,0.7800,0.1430,-0.0610,0.8750,0.0700,-0.1040
3824,9086154,K04060.01,CANDIDATE,CANDIDATE,0.9010,225.262130000,4.5620000e-03,-4.5620000e-03,14.45900,0.44600,-0.44600,3.8920e+02,1.870e+01,-1.870e+01,0.018148,7.710000e-04,-5.310000e-04,0.54988,0.29793,-0.06667,2.36,3.700e-01,-4.100e-01,0.7193,,,329.0,,,2.77,1.22,-1.02,5799.00,105.00,-117.00,4.276,0.143,-0.117,1.1910,0.1860,-0.2050,0.9770,0.0780,-0.0640
3825,6806695,K04061.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.855922327,2.6570000e-06,-2.6570000e-06,1.51400,0.09230,-0.09230,1.3090e+02,7.900e+00,-7.900e+00,0.010480,5.460000e-04,-3.180000e-04,2.20445,0.26871,-1.02098,0.87,1.200e-01,-1.000e-01,0.0159,,,1658.0,,,1782.11,869.15,-540.41,5437.00,178.00,-146.00,4.539,0.081,-0.090,0.7590,0.1090,-0.0900,0.7270,0.0970,-0.0450
3826,3858943,K07674.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,25.952872500,5.0740000e-04,-5.0740000e-04,12.43400,0.70000,-0.70000,1.6410e+02,1.190e+01,-1.190e+01,0.012663,3.405000e-03,-7.350000e-04,0.03786,0.11662,-0.03419,1.53,5.100e-01,-1.700e-01,0.1797,,,697.0,,,55.82,53.96,-16.81,6370.00,160.00,-192.00,4.410,0.067,-0.216,1.1060,0.3700,-0.1230,1.1480,0.1690,-0.1520
3827,11970988,K04129.01,CANDIDATE,CANDIDATE,1.0000,2.314823110,1.3210000e-05,-1.3210000e-05,2.12700,0.16700,-0.16700,5.8600e+01,5.000e+00,-5.000e+00,0.006844,4.570000e-04,-3.280000e-04,2.07146,0.36402,-1.07836,0.69,1.500e-01,-1.000e-01,0.0322,,,1237.0,,,554.40,374.10,-196.67,5240.00,157.00,-141.00,4.428,0.124,-0.186,0.9230,0.2030,-0.1400,0.8330,0.0950,-0.0660
3828,10858803,K04130.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.952374508,3.8800000e-06,-3.8800000e-06,3.00600,0.12100,-0.12100,2.0480e+02,7.700e+00,-7.700e+00,0.012572,5.450000e-04,-2.570000e-04,0.33439,0.03438,-0.09312,1.13,5.000e-02,-1.200e-01,0.0175,,,1435.0,,,1006.13,242.59,-286.64,4754.00,143.00,-143.00,4.508,0.084,-0.036,0.8210,0.0410,-0.0830,0.7910,0.0460,-0.0460
3829,6129694,K04131.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.936751792,7.6570000e-06,-7.6570000e-06,5.65800,0.57600,-0.57600,2.6400e+01,1.500e+00,-1.500e+00,0.006508,7.460000e-04,-1.897000e-03,0.02296,0.09169,-0.00522,2.07,3.500e-01,-8.100e-01,0.0239,,,3814.0,,,50168.18,26262.91,-34574.79,7843.00,218.00,-327.00,3.829,0.315,-0.105,2.9090,0.4900,-1.1430,2.0810,0.2840,-0.5270
3830,5957181,K04132.01,FALSE POSITIVE,FALSE POSITIVE,,393.343310000,1.5760000e-02,-1.5760000e-02,9.48100,0.97500,-0.97500,1.7500e+03,1.720e+02,-1.720e+02,0.037540,3.271000e-03,-1.465000e-03,3.94255,1.76152,-2.06037,2.27,2.100e-01,-2.900e-01,0.8785,,,140.0,,,0.09,0.02,-0.03,3994.00,62.00,-113.00,4.717,0.070,-0.060,0.5540,0.0500,-0.0700,0.5830,0.0500,-0.0600
3831,7601918,K04133.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.621361411,1.3110000e-06,-1.3110000e-06,1.06280,0.06190,-0.06190,4.5000e+01,2.200e+00,-2.200e+00,0.006200,1.370000e-04,-3.070000e-04,4.55852,3.03115,-1.81887,1.12,2.600e-01,-3.100e-01,0.0148,,,2913.0,,,17004.65,11436.51,-9116.67,6234.00,169.00,-188.00,4.046,0.234,-0.126,1.6600,0.3750,-0.4580,1.1160,0.1900,-0.1550
3832,6119877,K04134.01,FALSE POSITIVE,FALSE POSITIVE,,250.237607410,,,16.58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,6792908,K04341.01,CANDIDATE,CANDIDATE,1.0000,10.778313000,1.5880000e-04,-1.5880000e-04,5.25600,0.31300,-0.31300,9.0700e+01,8.400e+00,-8.400e+00,0.009117,2.310000e-04,-7.240000e-04,0.34473,0.30319,-0.32566,1.25,3.500e-01,-2.300e-01,0.0973,,,1067.0,,,306.18,260.18,-132.80,6726.00,212.00,-259.00,4.262,0.149,-0.182,1.2580,0.3500,-0.2340,1.0540,0.1580,-0.1180
3834,7211879,K04342.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.594310785,1.8080000e-06,-1.8080000e-06,0.99940,0.09530,-0.09530,1.1250e+02,1.070e+01,-1.070e+01,0.009817,1.057000e-03,-1.060000e-04,5.10671,3.41982,-2.93499,0.91,2.600e-01,-9.000e-02,0.0135,,,2068.0,,,4338.76,3725.50,-1208.84,5931.00,158.00,-175.00,4.554,0.036,-0.204,0.8450,0.2480,-0.0830,0.9330,0.0970,-0.1190
3835,8087812,K04343.01,CONFIRMED,CANDIDATE,0.9880,27.210680700,5.2620000e-04,-5.2620000e-04,10.51500,0.33700,-0.33700,9.9400e+01,6.700e+00,-6.700e+00,0.012111,1.010000e-04,-3.049000e-03,0.00452,0.29055,-0.00537,1.73,2.500e-01,-3.600e-01,0.1724,,,725.0,,,65.27,27.86,-26.81,5973.00,120.00,-108.00,4.171,0.188,-0.101,1.3050,0.1930,-0.2660,0.9220,0.0740,-0.0670
3836,4863956,K04344.01,FALSE POSITIVE,FALSE POSITIVE,,4.319781050,5.8730000e-05,-5.8730000e-05,7.20400,0.39700,-0.39700,6.5800e+01,3.900e+00,-3.900e+00,0.008110,9.030000e-04,-6.000000e-04,0.03022,0.09001,-0.00185,3.87,1.720e+00,-1.370e+00,0.0581,,,2111.0,,,4693.13,6327.52,-3015.79,5519.00,163.00,-210.00,3.303,0.244,-0.299,4.3680,1.9470,-1.5460,1.3970,0.2650,-0.5180
3837,10534155,K04345.01,CANDIDATE,CANDIDATE,0.9940,4.327108950,1.7610000e-05,-1.7610000e-05,1.38700,0.17500,-0.17500,1.0890e+02,1.050e+01,-1.050e+01,0.167440,6.799362e+00,-1.241410e-01,0.05401,1.94636,-0.01388,26.60,9.950e+00,-1.216e+01,0.0484,,,1397.0,,,900.23,1013.19,-662.54,5776.00,174.00,-157.00,4.018,0.518,-0.222,1.4550,0.5440,-0.6650,0.8040,0.1030,-0.0600
3838,10397751,K02859.04,CANDIDATE,CANDIDATE,0.9560,2.905120190,1.5410000e-05,-1.5410000e-05,2.29300,0.12800,-0.12800,6.1200e+01,5.000e+00,-5.000e+00,0.007269,2.540000e-04,-4.970000e-04,1.58057,0.71029,-0.42021,0.57,7.000e-02,-6.000e-02,0.0351,,,1075.0,,,314.96,124.36,-86.74,5374.00,160.00,-144.00,4.555,0.088,-0.064,0.7210,0.0820,-0.0730,0.6800,0.0860,-0.0340
3839,5308537,K04409.01,CONFIRMED,CANDIDATE,0.9990,14.265154500,1.0620000e-04,-1.0620000e-04,3.60100,0.16400,-0.16400,6.6300e+01,5.500e+00,-5.500e+00,0.007490,3.260000e-04,-4.320000e-04,2.16725,0.62186,-0.71719,1.06,1.800e-01,-1.800e-01,0.1170,,,853.0,,,125.45,59.13,-45.84,5825.00,105.00,-117.00,4.237,0.156,-0.104,1.2910,0.2200,-0.2200,1.0490,0.0980,-0.0710
3840,6350882,K04410.01,CANDIDATE,CANDIDATE,1.0000,5.044043660,3.9340000e-05,-3.9340000e-05,1.68200,0.17200,-0.17200,2.3650e+02,2.460e+01,-2.460e+01,0.014110,9.450000e-04,-8.350000e-04,9.24393,1.25347,-5.61817,1.47,4.900e-01,-1.700e-01,0.0581,,,1078.0,,,318.92,325.46,-100.89,6039.00,189.00,-210.00,4.493,0.054,-0.229,0.9510,0.3200,-0.1070,1.0270,0.1410,-0.1410
3841,5281113,K04411.01,CONFIRMED,CANDIDATE,0.9940,11.179315810,9.7220000e-05,-9.7220000e-05,3.10300,0.21900,-0.21900,9.0600e+01,8.700e+00,-8.700e+00,0.008869,3.350000e-04,-6.660000e-04,2.57563,0.94815,-1.04918,1.81,3.800e-01,-5.600e-01,0.1074,,,1159.0,,,426.61,263.36,-244.28,6292.00,169.00,-169.00,4.014,0.241,-0.111,1.8730,0.3860,-0.5800,1.3240,0.1590,-0.2590
3842,7847104,K04412.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.284991846,7.1490000e-06,-7.1490000e-06,2.27400,0.16500,-0.16500,2.9100e+01,2.300e+00,-2.300e+00,0.005074,1.920000e-04,-2.930000e-04,0.66121,0.59390,-0.08818,1.17,2.100e-01,-4.100e-01,0.0243,,,2491.0,,,9065.72,5273.27,-5630.36,6060.00,180.00,-180.00,3.852,0.315,-0.105,2.1060,0.3920,-0.7290,1.1510,0.2090,-0.2090
3843,3450040,K04205.01,CANDIDATE,CANDIDATE,0.9860,1.166960319,3.6250000e-06,-3.6250000e-06,1.68230,0.08320,-0.08320,9.7800e+01,6.200e+00,-6.200e+00,0.008944,4.750000e-04,-2.950000e-04,2.15809,0.26555,-0.87420,0.88,1.200e-01,-3.000e-02,0.0219,,,1596.0,,,1534.29,533.76,-216.05,5632.00,67.00,-92.00,4.537,0.014,-0.119,0.9040,0.1210,-0.0380,1.0260,0.0370,-0.0810
